adj_amb,cond_group,item,verb_bias,explanation,pronoun,pronoun_type,new_sent,question_answers,Ferstl_verb_eng,Ferstl_sem_cat,Ferstl_eng_verb_length,Ferstl_eng_verb_freq,Ferstl_val,Ferstl_IVC,adj,german_adj_freq,german_adj_length,verb,german_verb_freq,german_verb_length,Susanne_avgRating_Score,story,question,left,right,left_pronoun,right_pronoun,correct,Context,context,context_story,target_story,full_text,context_region_count,target_region_count,total_region_count,context_article_chunk_count,q_type,Intended referent,intended_answer_text,intended_answer_side,intended_answer_key,correct_response,type1_ambiguous,real_NP1_gender,real_NP2_gender,generated_version,Causality
nonamb,7,69,neutral,NP2-Causality,sie,amb,"Sabine amüsierte Petra, weil sie an dem Nachmittag gelangweilt war und jede Ablenkung begrüßte.",Wer amüsierte Petra? (Sabine / Birgit),jollified,StimExp,9.0,0.0,1.09,-2,kulturbeflissen,0.03,15.0,amüsierte,0.34,9.0,93.75,"Am_Nachmittag verbrachte man einige Stunden bei einem_eher_eintönigen_Familienbesuch.
Sabine amüsierte Petra,
weil_sie an dem Nachmittag gelangweilt_war und jede_Ablenkung begrüßte.",Wer amüsierte Petra?,Sabine,Birgit,sie,sie,F,Am Nachmittag verbrachte man einige Stunden bei einem eher eintönigen Familienbesuch.,Am Nachmittag verbrachte man einige Stunden bei einem eher eintönigen Familienbesuch.,Am_Nachmittag verbrachte man einige Stunden bei einem_eher_eintönigen_Familienbesuch.,"Sabine amüsierte Petra,
weil_sie an dem Nachmittag gelangweilt_war und jede_Ablenkung begrüßte.","Am Nachmittag verbrachte man einige Stunden bei einem eher eintönigen Familienbesuch. Sabine amüsierte Petra, weil sie an dem Nachmittag gelangweilt war und jede Ablenkung begrüßte.",7,11,18,2,2,NP2,Sabine,left,F,F,False,female,female,both_female,NP2-Causality
nonamb,8,69,neutral,NP2-Causality,er,er,"Sabine amüsierte Alexander, weil er an dem Nachmittag gelangweilt war und jede Ablenkung begrüßte.",Wer amüsierte Alexander? (Sabine / Linda),jollified,StimExp,9.0,0.0,1.09,-2,kulturbeflissen,0.03,15.0,amüsierte,0.34,9.0,93.75,"Am_Nachmittag verbrachte man einige Stunden bei einem_eher_eintönigen_Familienbesuch.
Sabine amüsierte Alexander,
weil_er an dem Nachmittag gelangweilt_war und jede_Ablenkung begrüßte.",Wer amüsierte Alexander?,Sabine,Linda,sie,sie,F,Am Nachmittag verbrachte man einige Stunden bei einem eher eintönigen Familienbesuch.,Am Nachmittag verbrachte man einige Stunden bei einem eher eintönigen Familienbesuch.,Am_Nachmittag verbrachte man einige Stunden bei einem_eher_eintönigen_Familienbesuch.,"Sabine amüsierte Alexander,
weil_er an dem Nachmittag gelangweilt_war und jede_Ablenkung begrüßte.","Am Nachmittag verbrachte man einige Stunden bei einem eher eintönigen Familienbesuch. Sabine amüsierte Alexander, weil er an dem Nachmittag gelangweilt war und jede Ablenkung begrüßte.",7,11,18,2,2,NP2,Sabine,left,F,F,False,female,male,swapped,NP2-Causality
nonamb,1,70,NP1,NP1-Causality,er,er,"Tobias reizte Katharina, weil er am späten Nachmittag hektisch war und die Anderen verunsicherte.",Wer reizte Katharina? (Tobias / Julian),peeved,StimExp,6.0,931.0,-1.27,77,arrogant,4.45,8.0,reizte,0.68,6.0,87.5,"Im_Büro hatte sich schon seit dem_Morgen einiges angestaut.
Tobias reizte Katharina,
weil_er am späten Nachmittag hektisch_war und die_Anderen verunsicherte.",Wer reizte Katharina?,Tobias,Julian,er,er,F,Im Büro hatte sich schon seit dem Morgen einiges angestaut.,Im Büro hatte sich schon seit dem Morgen einiges angestaut.,Im_Büro hatte sich schon seit dem_Morgen einiges angestaut.,"Tobias reizte Katharina,
weil_er am späten Nachmittag hektisch_war und die_Anderen verunsicherte.","Im Büro hatte sich schon seit dem Morgen einiges angestaut. Tobias reizte Katharina, weil er am späten Nachmittag hektisch war und die Anderen verunsicherte.",8,11,19,2,2,NP1,Tobias,left,F,F,False,male,female,original,NP1-Causality
nonamb,2,70,NP1,NP1-Causality,er,amb,"Tobias reizte Michael, weil er am späten Nachmittag hektisch war und die Anderen verunsicherte.",Wer reizte Michael? (Tobias / Paul),peeved,StimExp,6.0,931.0,-1.27,77,arrogant,4.45,8.0,reizte,0.68,6.0,87.5,"Im_Büro hatte sich schon seit dem_Morgen einiges angestaut.
Tobias reizte Michael,
weil_er am späten Nachmittag hektisch_war und die_Anderen verunsicherte.",Wer reizte Michael?,Tobias,Paul,er,er,F,Im Büro hatte sich schon seit dem Morgen einiges angestaut.,Im Büro hatte sich schon seit dem Morgen einiges angestaut.,Im_Büro hatte sich schon seit dem_Morgen einiges angestaut.,"Tobias reizte Michael,
weil_er am späten Nachmittag hektisch_war und die_Anderen verunsicherte.","Im Büro hatte sich schon seit dem Morgen einiges angestaut. Tobias reizte Michael, weil er am späten Nachmittag hektisch war und die Anderen verunsicherte.",8,11,19,2,2,NP1,Tobias,left,F,F,False,male,male,both_male,NP1-Causality
nonamb,3,70,NP1,NP1-Causality,sie,amb,"Julia reizte Katharina, weil sie am späten Nachmittag hektisch war und die Anderen verunsicherte.",Wer reizte Katharina? (Julia / Monika),peeved,StimExp,6.0,931.0,-1.27,77,arrogant,4.45,8.0,reizte,0.68,6.0,87.5,"Im_Büro hatte sich schon seit dem_Morgen einiges angestaut.
Julia reizte Katharina,
weil_sie am späten Nachmittag hektisch_war und die_Anderen verunsicherte.",Wer reizte Katharina?,Julia,Monika,sie,sie,F,Im Büro hatte sich schon seit dem Morgen einiges angestaut.,Im Büro hatte sich schon seit dem Morgen einiges angestaut.,Im_Büro hatte sich schon seit dem_Morgen einiges angestaut.,"Julia reizte Katharina,
weil_sie am späten Nachmittag hektisch_war und die_Anderen verunsicherte.","Im Büro hatte sich schon seit dem Morgen einiges angestaut. Julia reizte Katharina, weil sie am späten Nachmittag hektisch war und die Anderen verunsicherte.",8,11,19,2,2,NP1,Julia,left,F,F,False,female,female,both_female,NP1-Causality
nonamb,4,70,NP1,NP1-Causality,sie,sie,"Julia reizte Michael, weil sie am späten Nachmittag hektisch war und die Anderen verunsicherte.",Wer reizte Michael? (Julia / Johanna),peeved,StimExp,6.0,931.0,-1.27,77,arrogant,4.45,8.0,reizte,0.68,6.0,87.5,"Im_Büro hatte sich schon seit dem_Morgen einiges angestaut.
Julia reizte Michael,
weil_sie am späten Nachmittag hektisch_war und die_Anderen verunsicherte.",Wer reizte Michael?,Julia,Johanna,sie,sie,F,Im Büro hatte sich schon seit dem Morgen einiges angestaut.,Im Büro hatte sich schon seit dem Morgen einiges angestaut.,Im_Büro hatte sich schon seit dem_Morgen einiges angestaut.,"Julia reizte Michael,
weil_sie am späten Nachmittag hektisch_war und die_Anderen verunsicherte.","Im Büro hatte sich schon seit dem Morgen einiges angestaut. Julia reizte Michael, weil sie am späten Nachmittag hektisch war und die Anderen verunsicherte.",8,11,19,2,2,NP1,Julia,left,F,F,False,female,male,swapped,NP1-Causality
nonamb,5,70,NP1,NP2-Causality,sie,sie,"Tobias reizte Katharina, weil sie am späten Nachmittag angespannt war und jede Bemerkung fehldeutete.",Wer reizte Katharina? (Tobias / Florian),peeved,StimExp,6.0,931.0,-1.27,77,sensibel,13.76,10.0,reizte,0.68,6.0,87.5,"Im_Büro hatte sich schon seit dem_Morgen einiges angestaut.
Tobias reizte Katharina,
weil_sie am späten Nachmittag angespannt_war und jede_Bemerkung fehldeutete.",Wer reizte Katharina?,Tobias,Florian,er,er,F,Im Büro hatte sich schon seit dem Morgen einiges angestaut.,Im Büro hatte sich schon seit dem Morgen einiges angestaut.,Im_Büro hatte sich schon seit dem_Morgen einiges angestaut.,"Tobias reizte Katharina,
weil_sie am späten Nachmittag angespannt_war und jede_Bemerkung fehldeutete.","Im Büro hatte sich schon seit dem Morgen einiges angestaut. Tobias reizte Katharina, weil sie am späten Nachmittag angespannt war und jede Bemerkung fehldeutete.",8,11,19,2,2,NP2,Tobias,left,F,F,False,male,female,original,NP2-Causality
nonamb,6,70,NP1,NP2-Causality,er,amb,"Tobias reizte Michael, weil er am späten Nachmittag angespannt war und jede Bemerkung fehldeutete.",Wer reizte Michael? (Tobias / Karl),peeved,StimExp,6.0,931.0,-1.27,77,sensibel,13.76,10.0,reizte,0.68,6.0,87.5,"Im_Büro hatte sich schon seit dem_Morgen einiges angestaut.
Tobias reizte Michael,
weil_er am späten Nachmittag angespannt_war und jede_Bemerkung fehldeutete.",Wer reizte Michael?,Tobias,Karl,er,er,F,Im Büro hatte sich schon seit dem Morgen einiges angestaut.,Im Büro hatte sich schon seit dem Morgen einiges angestaut.,Im_Büro hatte sich schon seit dem_Morgen einiges angestaut.,"Tobias reizte Michael,
weil_er am späten Nachmittag angespannt_war und jede_Bemerkung fehldeutete.","Im Büro hatte sich schon seit dem Morgen einiges angestaut. Tobias reizte Michael, weil er am späten Nachmittag angespannt war und jede Bemerkung fehldeutete.",8,11,19,2,2,NP2,Tobias,left,F,F,False,male,male,both_male,NP2-Causality
nonamb,7,70,NP1,NP2-Causality,sie,amb,"Julia reizte Katharina, weil sie am späten Nachmittag angespannt war und jede Bemerkung fehldeutete.",Wer reizte Katharina? (Julia / Sandra),peeved,StimExp,6.0,931.0,-1.27,77,sensibel,13.76,10.0,reizte,0.68,6.0,87.5,"Im_Büro hatte sich schon seit dem_Morgen einiges angestaut.
Julia reizte Katharina,
weil_sie am späten Nachmittag angespannt_war und jede_Bemerkung fehldeutete.",Wer reizte Katharina?,Julia,Sandra,sie,sie,F,Im Büro hatte sich schon seit dem Morgen einiges angestaut.,Im Büro hatte sich schon seit dem Morgen einiges angestaut.,Im_Büro hatte sich schon seit dem_Morgen einiges angestaut.,"Julia reizte Katharina,
weil_sie am späten Nachmittag angespannt_war und jede_Bemerkung fehldeutete.","Im Büro hatte sich schon seit dem Morgen einiges angestaut. Julia reizte Katharina, weil sie am späten Nachmittag angespannt war und jede Bemerkung fehldeutete.",8,11,19,2,2,NP2,Julia,left,F,F,False,female,female,both_female,NP2-Causality
nonamb,8,70,NP1,NP2-Causality,er,er,"Julia reizte Michael, weil er am späten Nachmittag angespannt war und jede Bemerkung fehldeutete.",Wer reizte Michael? (Julia / Katharina),peeved,StimExp,6.0,931.0,-1.27,77,sensibel,13.76,10.0,reizte,0.68,6.0,87.5,"Im_Büro hatte sich schon seit dem_Morgen einiges angestaut.
Julia reizte Michael,
weil_er am späten Nachmittag angespannt_war und jede_Bemerkung fehldeutete.",Wer reizte Michael?,Julia,Katharina,sie,sie,F,Im Büro hatte sich schon seit dem Morgen einiges angestaut.,Im Büro hatte sich schon seit dem Morgen einiges angestaut.,Im_Büro hatte sich schon seit dem_Morgen einiges angestaut.,"Julia reizte Michael,
weil_er am späten Nachmittag angespannt_war und jede_Bemerkung fehldeutete.","Im Büro hatte sich schon seit dem Morgen einiges angestaut. Julia reizte Michael, weil er am späten Nachmittag angespannt war und jede Bemerkung fehldeutete.",8,11,19,2,2,NP2,Julia,left,F,F,False,female,male,swapped,NP2-Causality
nonamb,1,71,NP2,NP1-Causality,er,er,"Paul bedauerte Lisa, weil er an dem Tag empathiefähig war und das Leid nachempfand.",Wer war an dem Tag empathiefähig? (Paul / Lisa),pitied,ExpStim,6.0,512.0,-1.55,-83,machtlos,2.68,8.0,bedauerte,1.89,9.0,68.75,"In der_letzten_Zeit hatte sich im_Leben einer_bekannten_Person einiges zum_Schlechten verändert.
Paul bedauerte Lisa,
weil_er an dem Tag empathiefähig_war und das_Leid nachempfand.",Wer war an dem Tag empathiefähig?,Paul,Lisa,er,sie,F,In der letzten Zeit hatte sich im Leben einer bekannten Person einiges zum Schlechten verändert.,In der letzten Zeit hatte sich im Leben einer bekannten Person einiges zum Schlechten verändert.,In der_letzten_Zeit hatte sich im_Leben einer_bekannten_Person einiges zum_Schlechten verändert.,"Paul bedauerte Lisa,
weil_er an dem Tag empathiefähig_war und das_Leid nachempfand.","In der letzten Zeit hatte sich im Leben einer bekannten Person einiges zum Schlechten verändert. Paul bedauerte Lisa, weil er an dem Tag empathiefähig war und das Leid nachempfand.",9,11,20,4,1,NP1,Paul,left,F,F,False,male,female,original,NP1-Causality
nonamb,2,71,NP2,NP1-Causality,er,amb,"Paul bedauerte Hans, weil er an dem Tag empathiefähig war und das Leid nachempfand.",Wer war an dem Tag empathiefähig? (Paul / Hans),pitied,ExpStim,6.0,512.0,-1.55,-83,machtlos,2.68,8.0,bedauerte,1.89,9.0,68.75,"In der_letzten_Zeit hatte sich im_Leben einer_bekannten_Person einiges zum_Schlechten verändert.
Paul bedauerte Hans,
weil_er an dem Tag empathiefähig_war und das_Leid nachempfand.",Wer war an dem Tag empathiefähig?,Paul,Hans,er,er,FJ,In der letzten Zeit hatte sich im Leben einer bekannten Person einiges zum Schlechten verändert.,In der letzten Zeit hatte sich im Leben einer bekannten Person einiges zum Schlechten verändert.,In der_letzten_Zeit hatte sich im_Leben einer_bekannten_Person einiges zum_Schlechten verändert.,"Paul bedauerte Hans,
weil_er an dem Tag empathiefähig_war und das_Leid nachempfand.","In der letzten Zeit hatte sich im Leben einer bekannten Person einiges zum Schlechten verändert. Paul bedauerte Hans, weil er an dem Tag empathiefähig war und das Leid nachempfand.",9,11,20,4,1,NP1,Paul,left,F,FJ,True,male,male,both_male,NP1-Causality
nonamb,3,71,NP2,NP1-Causality,sie,amb,"Susanne bedauerte Lisa, weil sie an dem Tag empathiefähig war und das Leid nachempfand.",Wer war an dem Tag empathiefähig? (Susanne / Lisa),pitied,ExpStim,6.0,512.0,-1.55,-83,machtlos,2.68,8.0,bedauerte,1.89,9.0,68.75,"In der_letzten_Zeit hatte sich im_Leben einer_bekannten_Person einiges zum_Schlechten verändert.
Susanne bedauerte Lisa,
weil_sie an dem Tag empathiefähig_war und das_Leid nachempfand.",Wer war an dem Tag empathiefähig?,Susanne,Lisa,sie,sie,FJ,In der letzten Zeit hatte sich im Leben einer bekannten Person einiges zum Schlechten verändert.,In der letzten Zeit hatte sich im Leben einer bekannten Person einiges zum Schlechten verändert.,In der_letzten_Zeit hatte sich im_Leben einer_bekannten_Person einiges zum_Schlechten verändert.,"Susanne bedauerte Lisa,
weil_sie an dem Tag empathiefähig_war und das_Leid nachempfand.","In der letzten Zeit hatte sich im Leben einer bekannten Person einiges zum Schlechten verändert. Susanne bedauerte Lisa, weil sie an dem Tag empathiefähig war und das Leid nachempfand.",9,11,20,4,1,NP1,Susanne,left,F,FJ,True,female,female,both_female,NP1-Causality
nonamb,4,71,NP2,NP1-Causality,sie,sie,"Susanne bedauerte Hans, weil sie an dem Tag empathiefähig war und das Leid nachempfand.",Wer war an dem Tag empathiefähig? (Susanne / Hans),pitied,ExpStim,6.0,512.0,-1.55,-83,machtlos,2.68,8.0,bedauerte,1.89,9.0,68.75,"In der_letzten_Zeit hatte sich im_Leben einer_bekannten_Person einiges zum_Schlechten verändert.
Susanne bedauerte Hans,
weil_sie an dem Tag empathiefähig_war und das_Leid nachempfand.",Wer war an dem Tag empathiefähig?,Susanne,Hans,sie,er,F,In der letzten Zeit hatte sich im Leben einer bekannten Person einiges zum Schlechten verändert.,In der letzten Zeit hatte sich im Leben einer bekannten Person einiges zum Schlechten verändert.,In der_letzten_Zeit hatte sich im_Leben einer_bekannten_Person einiges zum_Schlechten verändert.,"Susanne bedauerte Hans,
weil_sie an dem Tag empathiefähig_war und das_Leid nachempfand.","In der letzten Zeit hatte sich im Leben einer bekannten Person einiges zum Schlechten verändert. Susanne bedauerte Hans, weil sie an dem Tag empathiefähig war und das Leid nachempfand.",9,11,20,4,1,NP1,Susanne,left,F,F,False,female,male,swapped,NP1-Causality
nonamb,5,71,NP2,NP2-Causality,sie,sie,"Paul bedauerte Lisa, weil sie an dem Tag allein war und jeden Tag weinte.",Wer war an dem Tag allein? (Paul / Lisa),pitied,ExpStim,6.0,512.0,-1.55,-83,unheilbar,2.86,9.0,bedauerte,1.89,9.0,68.75,"In der_letzten_Zeit hatte sich im_Leben einer_bekannten_Person einiges zum_Schlechten verändert.
Paul bedauerte Lisa,
weil_sie an dem Tag allein_war und jeden_Tag weinte.",Wer war an dem Tag allein?,Paul,Lisa,er,sie,J,In der letzten Zeit hatte sich im Leben einer bekannten Person einiges zum Schlechten verändert.,In der letzten Zeit hatte sich im Leben einer bekannten Person einiges zum Schlechten verändert.,In der_letzten_Zeit hatte sich im_Leben einer_bekannten_Person einiges zum_Schlechten verändert.,"Paul bedauerte Lisa,
weil_sie an dem Tag allein_war und jeden_Tag weinte.","In der letzten Zeit hatte sich im Leben einer bekannten Person einiges zum Schlechten verändert. Paul bedauerte Lisa, weil sie an dem Tag allein war und jeden Tag weinte.",9,11,20,4,1,NP2,Lisa,right,J,J,False,male,female,original,NP2-Causality
nonamb,6,71,NP2,NP2-Causality,er,amb,"Paul bedauerte Hans, weil er an dem Tag allein war und jeden Tag weinte.",Wer war an dem Tag allein? (Paul / Hans),pitied,ExpStim,6.0,512.0,-1.55,-83,unheilbar,2.86,9.0,bedauerte,1.89,9.0,68.75,"In der_letzten_Zeit hatte sich im_Leben einer_bekannten_Person einiges zum_Schlechten verändert.
Paul bedauerte Hans,
weil_er an dem Tag allein_war und jeden_Tag weinte.",Wer war an dem Tag allein?,Paul,Hans,er,er,FJ,In der letzten Zeit hatte sich im Leben einer bekannten Person einiges zum Schlechten verändert.,In der letzten Zeit hatte sich im Leben einer bekannten Person einiges zum Schlechten verändert.,In der_letzten_Zeit hatte sich im_Leben einer_bekannten_Person einiges zum_Schlechten verändert.,"Paul bedauerte Hans,
weil_er an dem Tag allein_war und jeden_Tag weinte.","In der letzten Zeit hatte sich im Leben einer bekannten Person einiges zum Schlechten verändert. Paul bedauerte Hans, weil er an dem Tag allein war und jeden Tag weinte.",9,11,20,4,1,NP2,Hans,right,J,FJ,True,male,male,both_male,NP2-Causality
nonamb,7,71,NP2,NP2-Causality,sie,amb,"Susanne bedauerte Lisa, weil sie an dem Tag allein war und jeden Tag weinte.",Wer war an dem Tag allein? (Susanne / Lisa),pitied,ExpStim,6.0,512.0,-1.55,-83,unheilbar,2.86,9.0,bedauerte,1.89,9.0,68.75,"In der_letzten_Zeit hatte sich im_Leben einer_bekannten_Person einiges zum_Schlechten verändert.
Susanne bedauerte Lisa,
weil_sie an dem Tag allein_war und jeden_Tag weinte.",Wer war an dem Tag allein?,Susanne,Lisa,sie,sie,FJ,In der letzten Zeit hatte sich im Leben einer bekannten Person einiges zum Schlechten verändert.,In der letzten Zeit hatte sich im Leben einer bekannten Person einiges zum Schlechten verändert.,In der_letzten_Zeit hatte sich im_Leben einer_bekannten_Person einiges zum_Schlechten verändert.,"Susanne bedauerte Lisa,
weil_sie an dem Tag allein_war und jeden_Tag weinte.","In der letzten Zeit hatte sich im Leben einer bekannten Person einiges zum Schlechten verändert. Susanne bedauerte Lisa, weil sie an dem Tag allein war und jeden Tag weinte.",9,11,20,4,1,NP2,Lisa,right,J,FJ,True,female,female,both_female,NP2-Causality
nonamb,8,71,NP2,NP2-Causality,er,er,"Susanne bedauerte Hans, weil er an dem Tag allein war und jeden Tag weinte.",Wer war an dem Tag allein? (Susanne / Hans),pitied,ExpStim,6.0,512.0,-1.55,-83,unheilbar,2.86,9.0,bedauerte,1.89,9.0,68.75,"In der_letzten_Zeit hatte sich im_Leben einer_bekannten_Person einiges zum_Schlechten verändert.
Susanne bedauerte Hans,
weil_er an dem Tag allein_war und jeden_Tag weinte.",Wer war an dem Tag allein?,Susanne,Hans,sie,er,J,In der letzten Zeit hatte sich im Leben einer bekannten Person einiges zum Schlechten verändert.,In der letzten Zeit hatte sich im Leben einer bekannten Person einiges zum Schlechten verändert.,In der_letzten_Zeit hatte sich im_Leben einer_bekannten_Person einiges zum_Schlechten verändert.,"Susanne bedauerte Hans,
weil_er an dem Tag allein_war und jeden_Tag weinte.","In der letzten Zeit hatte sich im Leben einer bekannten Person einiges zum Schlechten verändert. Susanne bedauerte Hans, weil er an dem Tag allein war und jeden Tag weinte.",9,11,20,4,1,NP2,Hans,right,J,J,False,female,male,swapped,NP2-Causality
nonamb,1,72,neutral,NP1-Causality,er,er,"Christian tadelte Eva, weil er an dem Nachmittag penibel war und jede Kleinigkeit bemerkte.",Was bemerkte er? (jede Kleinigkeit / einen Fehler),reproved,AgEvo,8.0,61.0,-0.36,-14,genervt,3.82,7.0,tadelte,0.23,7.0,43.75,"Am_Nachmittag stand im_Büro eine_sorgfältige_Prüfung mehrerer Unterlagen an.
Christian tadelte Eva,
weil_er an dem Nachmittag penibel_war und jede_Kleinigkeit bemerkte.",Was bemerkte er?,jede Kleinigkeit,einen Fehler,,,F,Am Nachmittag stand im Büro eine sorgfältige Prüfung mehrerer Unterlagen an.,Am Nachmittag stand im Büro eine sorgfältige Prüfung mehrerer Unterlagen an.,Am_Nachmittag stand im_Büro eine_sorgfältige_Prüfung mehrerer Unterlagen an.,"Christian tadelte Eva,
weil_er an dem Nachmittag penibel_war und jede_Kleinigkeit bemerkte.","Am Nachmittag stand im Büro eine sorgfältige Prüfung mehrerer Unterlagen an. Christian tadelte Eva, weil er an dem Nachmittag penibel war und jede Kleinigkeit bemerkte.",7,11,18,3,6,NP1,jede Kleinigkeit,left,F,F,False,male,female,original,NP1-Causality
nonamb,2,72,neutral,NP1-Causality,er,amb,"Christian tadelte Klaus, weil er an dem Nachmittag penibel war und jede Kleinigkeit bemerkte.",Was bemerkte er? (jede Kleinigkeit / einen Fehler),reproved,AgEvo,8.0,61.0,-0.36,-14,genervt,3.82,7.0,tadelte,0.23,7.0,43.75,"Am_Nachmittag stand im_Büro eine_sorgfältige_Prüfung mehrerer Unterlagen an.
Christian tadelte Klaus,
weil_er an dem Nachmittag penibel_war und jede_Kleinigkeit bemerkte.",Was bemerkte er?,jede Kleinigkeit,einen Fehler,,,F,Am Nachmittag stand im Büro eine sorgfältige Prüfung mehrerer Unterlagen an.,Am Nachmittag stand im Büro eine sorgfältige Prüfung mehrerer Unterlagen an.,Am_Nachmittag stand im_Büro eine_sorgfältige_Prüfung mehrerer Unterlagen an.,"Christian tadelte Klaus,
weil_er an dem Nachmittag penibel_war und jede_Kleinigkeit bemerkte.","Am Nachmittag stand im Büro eine sorgfältige Prüfung mehrerer Unterlagen an. Christian tadelte Klaus, weil er an dem Nachmittag penibel war und jede Kleinigkeit bemerkte.",7,11,18,3,6,NP1,jede Kleinigkeit,left,F,F,False,male,male,both_male,NP1-Causality
nonamb,3,72,neutral,NP1-Causality,sie,amb,"Jana tadelte Eva, weil sie an dem Nachmittag penibel war und jede Kleinigkeit bemerkte.",Was bemerkte sie? (jede Kleinigkeit / einen Fehler),reproved,AgEvo,8.0,61.0,-0.36,-14,genervt,3.82,7.0,tadelte,0.23,7.0,43.75,"Am_Nachmittag stand im_Büro eine_sorgfältige_Prüfung mehrerer Unterlagen an.
Jana tadelte Eva,
weil_sie an dem Nachmittag penibel_war und jede_Kleinigkeit bemerkte.",Was bemerkte sie?,jede Kleinigkeit,einen Fehler,,,F,Am Nachmittag stand im Büro eine sorgfältige Prüfung mehrerer Unterlagen an.,Am Nachmittag stand im Büro eine sorgfältige Prüfung mehrerer Unterlagen an.,Am_Nachmittag stand im_Büro eine_sorgfältige_Prüfung mehrerer Unterlagen an.,"Jana tadelte Eva,
weil_sie an dem Nachmittag penibel_war und jede_Kleinigkeit bemerkte.","Am Nachmittag stand im Büro eine sorgfältige Prüfung mehrerer Unterlagen an. Jana tadelte Eva, weil sie an dem Nachmittag penibel war und jede Kleinigkeit bemerkte.",7,11,18,3,6,NP1,jede Kleinigkeit,left,F,F,False,female,female,both_female,NP1-Causality
nonamb,4,72,neutral,NP1-Causality,sie,sie,"Jana tadelte Klaus, weil sie an dem Nachmittag penibel war und jede Kleinigkeit bemerkte.",Was bemerkte sie? (jede Kleinigkeit / einen Fehler),reproved,AgEvo,8.0,61.0,-0.36,-14,genervt,3.82,7.0,tadelte,0.23,7.0,43.75,"Am_Nachmittag stand im_Büro eine_sorgfältige_Prüfung mehrerer Unterlagen an.
Jana tadelte Klaus,
weil_sie an dem Nachmittag penibel_war und jede_Kleinigkeit bemerkte.",Was bemerkte sie?,jede Kleinigkeit,einen Fehler,,,F,Am Nachmittag stand im Büro eine sorgfältige Prüfung mehrerer Unterlagen an.,Am Nachmittag stand im Büro eine sorgfältige Prüfung mehrerer Unterlagen an.,Am_Nachmittag stand im_Büro eine_sorgfältige_Prüfung mehrerer Unterlagen an.,"Jana tadelte Klaus,
weil_sie an dem Nachmittag penibel_war und jede_Kleinigkeit bemerkte.","Am Nachmittag stand im Büro eine sorgfältige Prüfung mehrerer Unterlagen an. Jana tadelte Klaus, weil sie an dem Nachmittag penibel war und jede Kleinigkeit bemerkte.",7,11,18,3,6,NP1,jede Kleinigkeit,left,F,F,False,female,male,swapped,NP1-Causality
nonamb,5,72,neutral,NP2-Causality,sie,sie,"Christian tadelte Eva, weil sie an dem Nachmittag unpünktlich war und den Termin verpasste.",Was verpasste sie? (den Termin / einen Fehler),reproved,AgEvo,8.0,61.0,-0.36,-14,unpünktlich,0.28,11.0,tadelte,0.23,7.0,43.75,"Am_Nachmittag stand im_Büro eine_sorgfältige_Prüfung mehrerer Unterlagen an.
Christian tadelte Eva,
weil_sie an dem Nachmittag unpünktlich_war und den_Termin verpasste.",Was verpasste sie?,den Termin,einen Fehler,,,F,Am Nachmittag stand im Büro eine sorgfältige Prüfung mehrerer Unterlagen an.,Am Nachmittag stand im Büro eine sorgfältige Prüfung mehrerer Unterlagen an.,Am_Nachmittag stand im_Büro eine_sorgfältige_Prüfung mehrerer Unterlagen an.,"Christian tadelte Eva,
weil_sie an dem Nachmittag unpünktlich_war und den_Termin verpasste.","Am Nachmittag stand im Büro eine sorgfältige Prüfung mehrerer Unterlagen an. Christian tadelte Eva, weil sie an dem Nachmittag unpünktlich war und den Termin verpasste.",7,11,18,3,6,NP2,den Termin,left,F,F,False,male,female,original,NP2-Causality
nonamb,6,72,neutral,NP2-Causality,er,amb,"Christian tadelte Klaus, weil er an dem Nachmittag unpünktlich war und den Termin verpasste.",Was verpasste er? (den Termin / einen Fehler),reproved,AgEvo,8.0,61.0,-0.36,-14,unpünktlich,0.28,11.0,tadelte,0.23,7.0,43.75,"Am_Nachmittag stand im_Büro eine_sorgfältige_Prüfung mehrerer Unterlagen an.
Christian tadelte Klaus,
weil_er an dem Nachmittag unpünktlich_war und den_Termin verpasste.",Was verpasste er?,den Termin,einen Fehler,,,F,Am Nachmittag stand im Büro eine sorgfältige Prüfung mehrerer Unterlagen an.,Am Nachmittag stand im Büro eine sorgfältige Prüfung mehrerer Unterlagen an.,Am_Nachmittag stand im_Büro eine_sorgfältige_Prüfung mehrerer Unterlagen an.,"Christian tadelte Klaus,
weil_er an dem Nachmittag unpünktlich_war und den_Termin verpasste.","Am Nachmittag stand im Büro eine sorgfältige Prüfung mehrerer Unterlagen an. Christian tadelte Klaus, weil er an dem Nachmittag unpünktlich war und den Termin verpasste.",7,11,18,3,6,NP2,den Termin,left,F,F,False,male,male,both_male,NP2-Causality
